,$X_1\beta \approx Y$,$X_2\beta \approx Y$,$X_1\beta \approx X_2$,$X_2\beta \approx X_1$,$X_1'\beta \approx Y$,$X_2'\beta \approx Y$
223,0.6432072,0.5934582,0.9839901328086853,0.9853367209434509,0.1885469,0.122374594
224,0.7145152,0.58833027,0.9810287356376648,0.9814542531967163,0.28369957,0.16707808
225,0.6706103,0.5593302,0.9867067337036133,0.9874562621116638,0.16922766,0.105611205
226,0.70458555,0.50432205,0.9859868288040161,0.9873438477516174,0.32474905,0.22417259
227,0.70995474,0.55107117,0.9873390197753906,0.9860726594924927,0.2514097,0.13442743
228,0.73050976,0.62487257,0.9899039268493652,0.9864302277565002,0.36389488,0.15497184
229,0.6756161,0.49536592,0.9853372573852539,0.9858731627464294,0.3298326,0.12598771
230,0.74113595,0.6484556,0.986308217048645,0.9878279566764832,0.16520494,0.15567607
231,0.76736814,0.66122854,0.9838297367095947,0.9877492189407349,0.27236313,0.18575543
232,0.6821384,0.59306836,0.9820278286933899,0.9810758233070374,0.2769481,0.1798622
233,0.7322725,0.5512107,0.9868602752685547,0.9844382405281067,0.36742795,0.15132773
234,0.7368407,0.5993655,0.9829379916191101,0.9829715490341187,0.29625523,0.19575286
235,0.79132944,0.46915543,0.9856340289115906,0.9886443018913269,0.54353553,0.14012492
236,0.75138056,0.62534255,0.9859228730201721,0.9882410168647766,0.24869263,0.14514673
237,0.74787164,0.5478696,0.9867583513259888,0.9852409958839417,0.2685426,0.15053934
238,0.7349369,0.6216956,0.9831925630569458,0.9816825985908508,0.2423411,0.21597815
239,0.7687727,0.7179469,0.9849887490272522,0.9847918152809143,0.23524225,0.098742306
240,0.7450598,0.4777348,0.981669545173645,0.9830954074859619,0.29404342,0.1408608
241,0.7814023,0.6649609,0.9899980425834656,0.9893778562545776,0.24751437,0.14462459
242,0.7921563,0.7008279,0.9844523072242737,0.983881413936615,0.23320979,0.22405106
243,0.63921446,0.468543,0.9840758442878723,0.9866457581520081,0.25045758,0.1285885
244,0.7356924,0.6751865,0.9864332675933838,0.9853360652923584,0.33299708,0.23157614
245,0.81449884,0.61718166,0.9830001592636108,0.9822227954864502,0.34229845,0.15908295
246,0.7662992,0.59155643,0.9885125160217285,0.9886424541473389,0.32939982,0.14793521
247,0.7651202,0.57510614,0.9880214929580688,0.9897229671478271,0.39183432,0.12134528
248,0.8483471,0.5792665,0.9772236943244934,0.9842807650566101,0.4441281,0.025143921
249,0.7929764,0.6317824,0.9892977476119995,0.989501416683197,0.3646531,0.23356777
250,0.7057278,0.56951654,0.9813846349716187,0.9876750111579895,0.26241136,0.1422407
251,0.72829866,0.5849558,0.9855226874351501,0.9842499494552612,0.17662954,0.15197307
252,0.7792246,0.5949558,0.9853066205978394,0.9868068695068359,0.23624963,0.2003969
253,0.707904,0.4601944,0.9858993291854858,0.9856967329978943,0.25712925,0.20415068
254,0.69758385,0.61319643,0.9869819283485413,0.9858413934707642,0.2511322,0.16164154
255,0.7430814,0.6231971,0.9841543436050415,0.9854349493980408,0.27291393,0.21270901
256,0.645947,0.53578603,0.9871373176574707,0.9853560328483582,0.3146932,0.08123213
257,0.71320367,0.5817758,0.9824700951576233,0.9808926582336426,0.27114832,0.24029577
258,0.785706,0.68834376,0.9836599826812744,0.9853847026824951,0.18804318,0.17150062
259,0.76849204,0.6332027,0.9877369999885559,0.9907242059707642,0.35777986,0.10085297
260,0.7245643,0.6157739,0.9858627319335938,0.9877941012382507,0.30153227,0.19166088
261,0.6517093,0.5753832,0.9920985698699951,0.9902315139770508,0.23884708,0.19757533
262,0.7381692,0.6293806,0.989734411239624,0.9836498498916626,0.30229437,0.08778006
263,0.6796948,0.52662563,0.9858132004737854,0.9876003265380859,0.1592797,0.2071734
264,0.62649524,0.60538125,0.9818549752235413,0.9793732166290283,0.24609762,0.075198114
265,0.7122158,0.5158978,0.9876585602760315,0.9879791736602783,0.34612352,-0.005461335
266,0.7265642,0.3749383,0.9845545291900635,0.9867812395095825,0.24086744,0.108168006
267,0.7973692,0.5418509,0.9882382750511169,0.9860036373138428,0.32361835,0.034082294
268,0.73213065,0.6559173,0.9893522262573242,0.9869322776794434,0.35198808,0.25143564
269,0.77755797,0.61560404,0.9809259176254272,0.9805841445922852,0.24645531,0.08944619
270,0.7403845,0.56072074,0.9867073893547058,0.9870308637619019,0.25369298,0.057166755
271,0.7480414,0.5859455,0.9897251725196838,0.9843388199806213,0.31525624,0.14309108
272,0.60673946,0.6434495,0.9856436252593994,0.9892339706420898,0.08122218,0.19221789
273,0.6798397,0.63252383,0.9835783243179321,0.9873278141021729,0.30699754,0.09720969
274,0.60451055,0.52113926,0.9869932532310486,0.9874687194824219,0.11805493,0.24533767
275,0.8523792,0.62497705,0.9893572926521301,0.9930091500282288,0.36353713,0.046046376
276,0.66703,0.60929066,0.9881607890129089,0.9866153597831726,0.2650211,0.15839452
277,0.7472395,0.6662663,0.9876237511634827,0.9875785708427429,0.16684127,0.19755769
278,0.7594992,0.48071498,0.9854294657707214,0.9866659045219421,0.25282252,0.0967679
279,0.69359374,0.6065693,0.9834738969802856,0.9863695502281189,0.20565516,0.1901527
280,0.7197503,0.5745262,0.9833387136459351,0.9812666773796082,0.36065865,0.16354918
281,0.7009814,0.50845265,0.9784877896308899,0.981533408164978,0.38407892,0.24449939
282,0.77259934,0.47747546,0.9851275682449341,0.9886690974235535,0.37868172,0.15231204
283,0.7561123,0.54870903,0.9865428805351257,0.984650731086731,0.298998,0.19650716
284,0.7277961,0.57463837,0.9857654571533203,0.9838293194770813,0.15759563,0.18256688
285,0.74612665,0.6013781,0.9852631092071533,0.9865463972091675,0.18451732,0.18641329
286,0.73155063,0.59017736,0.9869819283485413,0.9883835911750793,0.28647238,0.20345426
287,0.7509361,0.61144555,0.9895315170288086,0.9892373085021973,0.27605528,0.037407994
288,0.7286179,0.6150948,0.9861233830451965,0.98066645860672,0.26913506,0.16517931
289,0.6738926,0.6224173,0.986064612865448,0.9855511784553528,0.2231403,0.14935136
290,0.716532,0.5800444,0.9861633777618408,0.9854973554611206,0.300977,0.1445269
291,0.7382112,0.545997,0.9854003190994263,0.9893433451652527,0.18383956,0.10494304
292,0.72843874,0.6540283,0.9870017170906067,0.9886878728866577,0.19519609,0.22767222
293,0.781724,0.67403185,0.9909786581993103,0.9911328554153442,0.24153405,0.20499283
294,0.72711194,0.599291,0.9868203997612,0.9870818257331848,0.24069393,0.17253536
295,0.6942032,0.5726221,0.9865773320198059,0.9860584139823914,0.2611856,0.051317394
296,0.7694299,0.51172924,0.9857332706451416,0.9872629642486572,0.42097533,0.1391837
297,0.6407164,0.67307055,0.9861544370651245,0.9864930510520935,0.07356495,0.17739075
298,0.77995807,0.43787432,0.990850031375885,0.987684965133667,0.3890478,0.12376851
299,0.73551905,0.59368616,0.9857856631278992,0.9881554245948792,0.25472677,0.15009683
300,0.7067542,0.5303336,-0.03806638717651367,-0.027964115142822266,0.20436394,0.13059092
301,0.68472314,0.6161622,-0.023369789123535156,-0.0272367000579834,0.22122121,0.24770993
302,0.6680479,0.57812786,-0.022446274757385254,-0.037502408027648926,0.24799758,0.1337806
303,0.7171807,0.53923404,-0.043703436851501465,-0.034777045249938965,0.29543704,0.13863307
304,0.7272446,0.56265,-0.06273543834686279,-0.048319220542907715,0.23759091,0.1088931
305,0.5076438,0.5569028,-0.03618049621582031,-0.04602324962615967,0.07857454,0.2617241
306,0.69775534,0.42197615,-0.027819275856018066,-0.03908658027648926,0.3416888,0.12730342
